"affirmative action","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>affirmative action</b><div class=""content"">Policy designed to correct past practices of discrimination against racial minorities, women, the disabled, and other historically disadvantaged groups. The advocates of affirmative action programmes argue that it is not sufficient to pass legislation aimed at eliminating discrimination in education, employment, and other areas of human activity. Such legislation where it was successful could help eliminate discrimination in the long run, but more drastic measures were required if progress, at an acceptable pace, was to occur in the short term.<br class=""nLine"" />In the United States in 1970, for instance, more blacks than ever were going into higher education, yet it remained the case that while blacks made up nearly 12 per cent of the population only 2.2 per cent of doctors and 2.8 per cent of medical students were black. Statistics such as these appeared to justify admissions procedures used in the 1970s by the medical school of University of California at Davis. Under these arrangements 16 out of 100 places were reserved for minority students, mainly blacks, Chicanos, and Asian-Americans. Allen Bakke, a white applicant who achieved far better test scores than minority students who were admitted, was denied admission. Bakke challenged the legitimacy of this decision in the courts and eventually the matter was addressed by the United States Supreme Court.<br class=""nLine"" />In a confusing judgment the Court said that the use of quotas violated the <a href=""entry://Fourteenth Amendment""><span class=""links"">Fourteenth Amendment</span></a> to the Constitution and directed that Bakke should be admitted. At the same time the justices said that it was constitutionally acceptable for race to be taken into account in making admissions decisions&mdash;affirmative action, in other words, was constitutional.<br class=""nLine"" />Affirmative action nevertheless continues to be intensely controversial in the United States. Opponents of such policies insist that they undermine one of the most cherished values of American political culture, the commitment to equality of opportunity. Affirmative action is also condemned for standing in the way of meritocracy&mdash;a society where success in life is based on merit rather than birth, class, race, or some other spurious criterion. Critics argue further that affirmative action is ultimately destructive of the goal of eliminating discrimination&mdash;that it creates discrimination itself, a reverse discrimination where white males such as Bakke, for example, are denied opportunities for no other reason than their race and sex.<br class=""nLine"" />DM&nbsp;</div>"
"Afghan War","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Afghan War</b><div class=""content"">Following a military coup in April 1978, the communist People's Democratic Party of Afghanistan took power. The party was riven by sectarian disputes and, in December 1979, the Soviet Union intervened in support of Babrak Karmal who was installed as president. Military conflict ensued between the Afghan army and opposition mujahedeen forces, who were themselves factionalized. The Soviet Union became involved, committing thousands of troops to action. This failed, however, to secure stability for the new communist regime and security beyond the area around the capital, Kabul, was never established.<br class=""nLine"" /></div>"
"Afghanistan War (2001)","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Afghanistan War (2001)</b><div class=""content"">On 7 October 2001, the United States of America commenced air strikes against targets in Afghanistan associated with the ruling Taliban movement, and Osama Bin Laden's al-Qaeda terrorist network which the Taliban had nurtured. Prompted by al-Qaeda's attacks on the World Trade Center in New York and the Pentagon Building in Washington DC on 11 September 2001, these strikes resulted in the collapse of the Taliban movement, the routing of al-Qaeda forces, and the occupation of the Afghan capital Kabul by anti-Taliban ‘United Front’ forces on 13 November 2001.<br class=""nLine"" />The outbreak of this conflict was actually the culmination of years of turbulence in Afghanistan, involving the progressive breakdown of the Afghan state in the period following the Soviet invasion of Afghanistan in December 1979, and the promotion by neighbouring countries, especially Pakistan, of surrogate forces after the collapse of communist rule in April 1992. The last such force was the Taliban movement, a mixture of radical Muslim students, former communists, and opportunistic members of the Pushtun ethnic group, which took shape in late 1994 and with backing from Bin Laden and Pakistan managed to seize Kabul in September 1996. This did not put an end to conflict: the forces of the ‘Islamic State of Afghanistan’, despite their displacement from Kabul, retained control of the north east of Afghanistan, and continued to occupy Afghanistan's seat in the United Nations General Assembly. The armed forces of the Islamic State, led by former Defence Minister Ahmad Shah Massoud, formed the core of the ‘United Front’. However, the USA did not make any effort to cultivate these forces, despite al-Qaeda attacks in August 1998 on US Embassies in Kenya and Tanzania, preferring instead to seek to use the Taliban's patron Pakistan as an intermediary to secure the handover of Bin Laden for trial.<br class=""nLine"" />On 9 September 2001, Massoud was assassinated by two al-Qaeda operatives posing as journalists. His death, however, did not lead to the fragmentation of his forces, which to Pakistan's consternation became principal partners in the US campaign to obliterate al-Qaeda and the Taliban. The overthrow of the Taliban was accomplished with relative ease, for Pakistan, under intense US pressure, was obliged to abandon its backing for the movement, at which point the Taliban's lack of legitimacy left it with little in the way of concrete support, either normative or prudential. Precision air attacks using B-52 bombers, AC-130 gunships, Tomahawk cruise missiles, and 2000-pound Joint Direct Attack Munitions shattered Taliban morale. Cities across the north of Afghanistan fell to the United Front in a cascade from 9&ndash;13 November, and on 7 December, the Taliban abandoned their last stronghold, Kandahar, and their leader, Mullah Muhammad Omar, went into hiding. While mopping-up operations, directed mainly at pockets of Arab and Pakistani extremists, continued into 2002, on 22 December 2001, a new ‘Afghan Interim Administration’, chaired by Hamed Karzai, was sworn into office in Kabul with the support of the United Nations and the international community, marking the end of the Taliban interlude.<br class=""nLine"" />WM&nbsp;</div>"
"African National Congress","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>African National Congress</b><div class=""content""> See <a href=""entry://ANC""><span class=""links"">ANC</span></a>. Soviet military involvement in Afghanistan was a key factor leading to the end of <a href=""entry://détente""><i><span class=""links"">détente</i></span></a> and to more hostile relations between Moscow and the United States in the first half of the 1980s. The large number of Soviet casualties also had a profoundly radicalizing impact on politics in the Soviet Union itself after the election of Mikhail Gorbachev as General Secretary of the Communist Party of the Soviet Union in March 1985 and the introduction of <i>perestroika</i>. In line with Gorbachev's policy of ‘new political thinking’, the Soviet Union announced a timetable for withdrawal from Afghanistan which was completed in 1989. The Afghan communist regime fell in 1992.<br class=""nLine"" />SWh&nbsp;</div>"
"agenda setting","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agenda setting</b><div class=""content"">The art or science of controlling an agenda so as to maximize the probability of getting a favourable outcome. As many <a href=""entry://social choice""><span class=""links"">social choice</span></a> procedures have the property that a given set of preferences can lead to different outcomes if votes are taken in a different order, there is often scope for manipulative agenda setting.<br class=""nLine"" />The phrase is also used more broadly for efforts to change the political agenda by adding or subtracting issues.<br class=""nLine"" /></div>"
"aggregation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aggregation</b><div class=""content"">This term refers to the conversion of political demands into alternative courses of action, usually by political parties. It formed part of the <a href=""entry://structural functionalism""><span class=""links"">structural functionalist</span></a> approach to the study of politics.<br class=""nLine"" />WG&nbsp;</div>"
"agrarian parties","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agrarian parties</b><div class=""content"">Parties representing farmers have been a significant feature of many Western political systems, but are now declining in importance. As urbanization and industrialization reduce the share of the rural population in the electorate, agrarian parties have found it more difficult to sustain an electoral base, and a number have either faded away, or have converted themselves into parties with a more general electoral appeal. The interests of farmers may be more effectively represented by national farmers' organizations with close links with the national agricultural ministry, the pattern which has been followed in Britain and Germany. Agrarian parties have been particularly important in Nordic countries (Denmark, Finland, Norway, and Sweden), and have appeared in some of the new democracies of Eastern and Central Europe, such as Hungary, and Poland. The Country Party in Australia has operated in alliance with the Liberal Party. To some extent the electoral weakness of agrarian parties in urbanized societies is offset by their organizational strength, based on their links with a network of rural and farming organizations; high memberships and high membership ratios; an ability to mobilize their members; and stable leadership and internal party unity. Particularly in political systems based on <a href=""entry://proportional representation""><span class=""links"">proportional representation</span></a> with a strong tradition of coalition government, agrarian parties that have converted themselves into centre parties with a broader appeal have been frequent participants in government. The <i>Keskustapuolue</i> (KESK) in Finland has one of the most impressive records of postwar office for a party with a rural base, although the Swiss Volkspartei (formerly the BGB, the Burghers, Artisans and Peasants Party) has been represented in the Federal Council since 1929. In general, the electoral base for an agrarian party is too narrow to make it an effective presence in most modern political systems.<br class=""nLine"" />WG&nbsp;</div>"
"alderman","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alderman</b><div class=""content"">An alderman was an indirectly elected member of county and county borough councils in England and Wales prior to the 1972 Local Government Act. The aldermen, who were elected by councillors generally from among their own number, composed a third of the council, and served for six years, one half seeking re-election every three years. Abolition resulted from the conflict with the principle of direct election in local government, as well as the unscrupulous use of their majority by dominant party groups in aldermanic elections.<br class=""nLine"" />The term is also used to denote elected local council representatives in US cities, especially in the Northeast.<br class=""nLine"" />JBr&nbsp;</div>"
"alienation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alienation</b><div class=""content"">Prior to the seventeenth century, ‘alienation’ denoted a relationship to property. One could, for example, alienate one's property by transferring it to another person, or to an institution. During the seventeenth century, the focus of the term shifted from material to immaterial possessions such as rights, and sovereignty over oneself. It came to be accepted by thinkers such as <a href=""entry://Grotius, Hugo""><span class=""links"">Grotius </span></a> and <a href=""entry://Locke, John""><span class=""links"">Locke </span></a> that alienating certain rights or powers was a necessary prerequisite for legitimate political society. Alienation in this sense became the basis of social contract theory.<br class=""nLine"" />A more recent sense connoted a loss of reason or personality, so that one was alienated or estranged from one's true or rational self through mental disorder (‘alienist’ is an obsolete word for a psychiatrist). In the eighteenth century, thinkers such as <a href=""entry://Paine, Thomas""><span class=""links"">Paine </span></a> argued, for example, that certain rights were not just accidental to human character, but essential. Hence such rights were ‘inalienable’, and to lose such rights either by giving them away or by having them removed against one's will, was to lose an essential part of one's humanity.<br class=""nLine"" />Although <a href=""entry://Rousseau, Jean-Jacques""><span class=""links"">Rousseau </span></a> did not specifically use the term, the first systematic account of alienation by a political theorist is to be found in his <i>Discourse on the Origin of Inequality</i> (1755). Here, alienation is uncompromisingly a condition of developed society, where systems of law&mdash;moral/religious, political and economic&mdash;rob one of the responsibility of setting the parameters of one's own liberty. Under such conditions one will remain alienated from one's potential, moral self, unless and until one can reconstruct society to enable one to participate in the setting of such boundaries. <i>The Social Contract</i> (1762) proposes one form which such a society might take.<br class=""nLine"" />The most important accounts of alienation from the point of view of political theory are those of <a href=""entry://Hegel, Georg Wilhelm Friedrich""><span class=""links"">Hegel </span></a> and <a href=""entry://Marx, Karl""><span class=""links"">Marx </span></a>. Hegel believed the purpose of history to be the progressive overcoming of the gap between the particular consciousness and the universal consciousness until a final unity of the two is achieved (absolute self-consciousness). This gap between the particular and the universal constitutes, for Hegel, a central and necessary element of alienation. History is therefore the story of humanity's progress towards freedom from alienation. For Hegel, alienation is through and through a historical concept.<br class=""nLine"" />Marx accepts this latter point, but (under the influence of <a href=""entry://Feuerbach, Ludwig Andreas""><span class=""links"">Feuerbach </span></a>) rejects Hegel's emphasis on consciousness for two main reasons. First, it implies that alienation originates within the individual, whereas for Marx alienation originates in the material conditions of existence&mdash;the ‘ensemble of social relations’&mdash;within which the individual is enmeshed. Second, Hegel's view makes the individual responsible for his or her own release from alienation, since all that is required is an effort of will. For Marx, overcoming alienation requires a change in the material conditions of productive social existence, and such a change cannot be wrought by individuals. Alienation, for Marx, must therefore be overcome by the activity of a historically specific class.<br class=""nLine"" />Marx believes humanity to be capable of producing freely and creatively, overcoming the tyranny of immediate, basic needs that characterizes the rest of the animal kingdom. Under conditions which enable free, creative production, one's personality can be expressed in the objects one produces. This investing of oneself in one's products is a form of alienation, but it is a positive form. It must exist wherever and whenever human beings freely create things, including communist society. But where the conditions for free, creative production do not exist alienation will become distorted into negative forms.<br class=""nLine"" />Under capitalism, for instance, factory work (through the division of labour) turns labour from a social activity into an individuated process, alienating workers from each other. Factory work dehumanizes workers by giving them repetitive tasks which require no free, creative input. Thus workers are alienated from their human potential. The products one produces fail any longer to express one's personality. For Marx, then, the superseding of capitalism is a necessary prerequisite for ridding alienation of its distorted elements.<br class=""nLine"" />Since Marx, writers across a number of disciplines have developed accounts of alienation, notably existentialist philosophy ( <a href=""entry://Sartre, Jean-Paul""><span class=""links"">Sartre </span></a>), social psychology (Erich Fromm), and various hybrids of Marxism ( <a href=""entry://Marcuse, Herbert""><span class=""links"">Marcuse's </span></a> psychoanalytic version, for example). As a result of its dissemination across a range of disciplines, the term has been loosely applied. However, many writers, from Rousseau to the present, broadly agree that the concept describes the sometimes debilitating effects of life in modern, large-scale societies.<br class=""nLine"" />AA&nbsp;</div>"
"Allende Gossens, Salvador","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Allende Gossens, Salvador</b><div class=""content""><i>(1908&ndash;73)</i><br class=""nLine"" /> Chilean politician. Born on 26 July 1908, Allende became a student leader at Valparaíso University where he studied medicine. In 1931 he was imprisoned because of his role in student opposition to the dictatorship of Carlos Ib´ñez, yet received his degree the following year.<br class=""nLine"" />While working for the public health service in 1933, Allende helped create the Socialist Party of Chile. He was elected to the Chamber of Deputies in 1937 and served as health minister in the Popular Front government elected in 1938. He was general secretary of his party from 1943 to 1970.<br class=""nLine"" />Allende's political career was mainly in the Senate, which he presided over in the 1960s. He also became the left's presidential candidate, eventually triumphing at the head of the Popular Unity alliance in 1970. The new coalition was handicapped by internal divisions, its lack of a majority in Congress, and strong US opposition. Electoral support for Popular Unity reached 44 per cent in 1973 but its economic policies were inflationary and provoked active middle-class opposition. Eventually Allende took his own life on 11 September 1973, during a US-backed coup led by General Pinochet .<br class=""nLine"" />Internationally, Allende is associated with the conviction that socialism can be introduced by parliamentary means. Left-wing opinion was deeply divided over the significance of Allende's defeat. Some simply made US imperialism a scapegoat; others decided that Allende's policies had been too ambitious; others concluded that socialism could not be introduced by reformist methods&mdash;the state would subvert the socialist government by means of military intervention.<br class=""nLine"" />RG&nbsp;</div>"
"alternative vote","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alternative vote</b> (AV)<div class=""content"">A procedure for selecting a candidate who can command a majority. Voters rank the candidates. First preferences are counted, and any candidate with more than half of them is declared elected. If no candidate is elected, the candidate with fewest first preferences is eliminated and their votes redistributed; this is repeated as often as required until a candidate wins more than half of the valid votes cast.<br class=""nLine"" />AV is used in the Australian parliament. Its near relations, doubleballot and exhaustive ballot, are used respectively in French national elections and in British trade-union and Labour Party internal elections. As they are majoritarian, not proportional systems, they do not achieve proportionality in multimember assemblies. They also may fail to select the <a href=""entry://Condorcet winner""><span class=""links"">Condorcet winner</span></a>, and are thus far from ideal majoritarian schemes.<br class=""nLine"" /></div>"
"Althusser, Louis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Althusser, Louis</b><div class=""content""><i>(1918&ndash;90)</i><br class=""nLine"" /> French Marxist philosopher who rose to intellectual prominence in the 1960s. Associated with the school of ‘structural Marxism’, which emphasizes ‘scientific’ rather than humanist elements of Marx's thought, and develops a multilayered structuralist account of historical determinism.<br class=""nLine"" />While claiming with Marx that society is determined by productive forces within the economy ‘in the last instance’, Althusser conceived of economic determination itself in terms of a complex of interrelated structures exercising various economic, political, and ideological forces within the social body. Within each of these levels of social reality, transformation is effected by specific processes of ‘contradiction’ between the relevant productive forces and production relations. But the coexistence and inseparability of these processes within the social whole means that there can be no single dominant dialectical force propelling social development&mdash;rather, social formation is ‘overdetermined’ by an intricate dynamic resulting from the interaction of heterogeneous ‘practices’. Furthermore, as a result of the relative autonomy of individual structures and the possibility of their uneven development, a plurality of institutional and social forms is compatible with the notion of economic determinism.<br class=""nLine"" />Althusser was an important figure in the extension of Marxist arguments to related fields of philosophy and the social sciences. In particular, he pioneered an epistemological theory according to which knowledge is conceived as a practice of conceptual production rather than the discovery of an external order. Althusser's selective reading of Marx and his attempt to marry Marxist materialism with causal pluralism have been controversial yet highly influential contributions to neo-Marxist debate.<br class=""nLine"" />SW&nbsp;</div>"
"altruism","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>altruism</b><div class=""content"">Benefiting other persons or interestbearers. The common contrast with selfishness reveals some variations in the understanding of altruism, which may refer to a disposition, to an intention, or to behaviour. Hence an altruistic person might intend to benefit others, but fail to do so when executing that intention. Altruism is sometimes understood as giving more consideration to others than oneself and sometimes as giving equal consideration to oneself and others. Since there are commonly more ‘others’ than the decision-maker, the distinction usually lacks practical importance, but it may be significant in two-person cases. In discussions informed by <a href=""entry://game theory""><span class=""links"">game theory</span></a>, a contrast is drawn between reciprocal altruism and universal altruism. Reciprocal altruists display that behaviour towards those from whom they have received it, or from whom they expect to receive it. Universal altruism, often seen as the central ethical prescription of Christianity, is unconditional. In sociobiological applications, it can be shown that the survival chances of individuals and groups depend not only on the incidence of selfishness and altruism, but also on the type of altruism in question.<br class=""nLine"" />AR&nbsp;</div>"
"amenity","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>amenity</b><div class=""content"">Term denoting, in a very broad way, the public benefits accruing from the condition of a place, such as aesthetic beauty, clean air and water, or good street lighting. The function of the concept of amenity is therefore to embrace those factors in a decision about environmental development which are excluded from, and sometimes in contradiction to, considerations of commercial productivity.<br class=""nLine"" />In UK politics, the ‘amenity clause’&mdash;a requirement that public bodies pay due regard to the interests of amenity&mdash;was first mentioned in legislation concerned with hydroelectric power in Scotland in 1943. It became a general duty of all public bodies with respect to the countryside in 1968, though the requirement necessarily weakened during the acts of privatization during the 1980s, being replaced by a number of regulative and ‘watchdog’ bodies.<br class=""nLine"" />The ‘amenity movement’ refers to private organizations defending the interests of amenity, especially pressure groups concerned with particular towns or areas. The number of these grew rapidly in the 1970s. See also <a href=""entry://public good""><span class=""links"">public good</span></a>.<br class=""nLine"" />LA&nbsp;</div>"
