"aborigines","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aborigines</b></b>
<span class=""red""><b><i>[Ge].</b></i></span>
<div class=""content"">Derived from the Latin word ‘aborigine’ extended to mean the original inhabitants of a country. When used as a proper noun the term usually refers to the indigenous peoples of Australia."
"absolute dating","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>absolute dating</b></b>
<span class=""red""><b><i>[De].</b></i></span>
<div class=""content"">General term applied to a range of techniques that provide estimates of the age of objects, materials, or sites in real calendar years either directly or through a process of calibration with material of known age. Such techniques rely on principles that lie outside the influence of the makers and users of the material being dated, for example <a href=""entry://radiocarbon dating""><span class=""links"">RADIOCARBON DATING</span></a>. Various calendars are used to express absolute dates. Some sciences preferring BP as ‘before present’, the scientific present being conventionally taken as ad 1950. In archaeology the use of <small class=""smCap"">bc</small> and <small class=""smCap"">ad</small> based on the Gregorian Calendar is commonly used in Europe and America, although other calendars apply to specific cultures in other regions and these are used too where appropriate. Compare <a href=""entry://relative dating""><span class=""links"">RELATIVE DATING</span></a>."
"Abu Simbel, Egypt","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Abu Simbel, Egypt</b></b>
<span class=""red""><b><i>[Si].</b></i></span>
<div class=""content"">A pair of rock-cut temples in Lower Nubia, now overlooking the artificially created Lake Nasser 230km upriver from Aswan. Both temples were built by Ramesses II in the 13th century <small class=""smCap"">bc</small>. The Great Temple is dedicated to him and has as its facade two pairs of colossal seated figures of him (each about 22m tall). The main part of the temple is cut into solid rock, 55m deep, and the main walls are decorated with reliefs showing the king's military campaigns in Syria and Nubia. The Small Temple is more modest and is dedicated to his principal queen, Neferirkare. Both temples were sawn into blocks, dismantled, moved upslope, and re-erected in their present positions in 1968 as part of the Nubian Rescue Campaign to save important archaeological sites from the rising waters of Lake Nasser.<br class=""nLine"" />[Rep.: T. Säve-Söderbergh (ed.), 1987, <i>Temples and tombs of ancient Nubia: the international rescue campaign at Abu Simbel, Philae, and other sites</i>. London: Thames &amp; Hudson and UNESCO]</div>"
"abutment","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>abutment</b><span class=""red""><b><i>[Co].</b></i></span>
<div class=""content"">Masonry platform or earth embankment supporting the central structure of a bridge."
"accelerator mass spectrometry","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>accelerator mass spectrometry</b></b>
<i>(AMS)</i>
<span class=""red""><b><i>[Te].</b></i></span>
<div class=""content"">A method for detecting atoms of specific elements according to their atomic weights. There are a number of archaeological applications, the most common being in radiocarbon dating. Here, the addition of a series of magnetic lenses and a high-voltage ‘accelerator’ to a mass spectrometer allows <sup class=""expo"">14</sup>C atoms to be detected in an ancient sample and the amount present determined in a matter of minutes. The technique provides an alternative to the conventional approach which relies on measuring the decay of <sup class=""expo"">14</sup>C in a sample over a defined period (usually weeks or months). In addition to being relatively quick, AMS determinations can be made on far smaller samples of carbon (1 mg), allowing, for example, the dating of individual cereal grains. AMS is also used for determining <sup class=""expo"">18</sup>O/<sup class=""expo"">16</sup>O ratios (see <a href=""entry://oxygen isotope analysis""><span class=""links"">OXYGEN ISOTOPE ANALYSIS</span></a>)."
"acculturation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>acculturation</b><span class=""red""><b><i>[Th].</b></i></span>
<div class=""content"">Transference of ideas, beliefs, traditions and sometimes artefacts by long-term, personal contact and interaction between communities or societies. Adoption through assimilation by prolonged contact. Compare <a href=""entry://diffusion""><span class=""links"">DIFFUSION</span></a>."
"accuracy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>accuracy</b></b>
<span class=""red""><b><i>[De].</b></i></span>
<div class=""content"">The closeness of an estimate to the true value. Compare <a href=""entry://precision""><span class=""links"">PRECISION</span></a>."
"aceramic","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aceramic</b><span class=""red""><b><i>[De].</b></i></span>
<div class=""content"">A term applied to a culture, region, or period in which pottery was not made, used, or traded on a regular basis. Instead, containers may have been made from leather, basketry, bark, gourds or other pliable materials. The <i>aceramic Neolithic</i> is taken to be the period when plant and animal domestication was already underway but ceramics were not used."
"Achaeans","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Achaeans</b></b>
<span class=""red""><b><i>[CP].</b></i></span>
<div class=""content"">Name used by Homer to refer to the Greeks at <a href=""entry://Troy, Turkey""><span class=""links"">TROY</span></a> and other places. Perhaps applicable to Bronze Age communities in the region that are known archaeologically as the <a href=""entry://Mycenaean""><span class=""links"">MYCENAEANS</span></a>."
"Achaemenids","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Achaemenids</b></b>
<span class=""red""><b><i>[Na].</b></i></span>
<div class=""content"">A group of Persian communities that moved into western Iran during the early 1st millennium <small class=""smCap"">bc</small>. The founding father of the ruling house was Achaemenes who lived in the 7th century <small class=""smCap"">bc</small>, his descendants expanding the area of influence to create an empire that extended from central Asia and northern India to France and Egypt in the 6th century <small class=""smCap"">bc</small>. Notable later rulers of the Achaemenids include Cyrus II (559&ndash;530 bc), Darius (522&ndash;486 bc), and Xerxes I (485&ndash;465 bc). The Achaemenid period was an important one for Iranian civilization and was one of the richest in terms of contacts between the classical world and the Near East. It saw the appearance and spread of Zoroastrianism, and some spectacular architecture at, for example, Darius' capital at Persepolis. However, tensions between the Achaemenids and the Greeks were always in the background, and erupted into several key battles: Darius was defeated by the Greeks at Marathon in 490 bc and the same fate befell Xerxes ten years later. In 330 bc Alexander the Great conquered and destroyed the Achaemenid empire."
"Acheulian","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Acheulian</b></b>
<span class=""red""><b><i>[CP].</b></i></span>
<div class=""content"">Lower Palaeolithic toolmaking tradition, found throughout Europe, western Asia, and Africa, which is closely associated with <i>Homo erectus</i>. The tradition was initially named, after the type-site assemblage from <a href=""entry://St Acheul, Amiens, France""><span class=""links"">ST ACHEUL</span></a>, Amiens, France, as the Epoque de St Acheul by de Mortillet in 1872, and after 1925 as the Acheulian. The most distinctive stone tools were ovate and pear-shaped handaxes, but assemblages also include flake tools and waste flakes which show considerable regional variation. In Europe the Acheulian Tradition spans the period from about 1 million years ago down to about 100000 years ago. In Africa the Acheulian follows the <a href=""entry://Oldowan""><span class=""links"">OLDOWAN</span></a> and spans the period 1.5 million years ago down to 150000 years ago."
"achira","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>achira</b><span class=""red""><b><i>[Sp].</b></i></span>
<div class=""content"">Tropical plant with bright flowers (Canna edulis), native to the Caribbean and lower eastern slopes of the Andes. Domesticated from <i>c.</i>3000 bc and used as a food source."
"ACRA","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ACRA</b><span class=""red""><b><i>[Ab].</b></i></span>
<div class=""content"">See <a href=""entry://American Cultural Resources Association""><span class=""links"">AMERICAN CULTURAL RESOURCES ASSOCIATION</span></a>."
"acropolis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>acropolis</b></b>
<i>(akropolis)</i>
<span class=""red""><b><i>[MC].</b></i></span>
<div class=""content"">Hill-top enclosure found in classical Greek cities to give protection to the temple of the patron deity and, in early times, to the king's palace. The acropolis was the nucleus of a community living outside its walls, although it might provide refuge in times of danger. The most famous acropolis is the one in Athens, which was of ancient foundation as a fortified site. Through the influence of Pericles in the 5th century <small class=""smCap"">bc</small> it was adorned with a number of exceptional buildings including the Erechtheum and the <a href=""entry://Parthenon, Athens, Greece""><span class=""links"">PARTHENON</span></a>."
"acroterion","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>acroterion</b><span class=""red""><b><i>[Co].</b></i></span>
<div class=""content"">The sculptured figure, tripod, disc or urn, of bronze, marble, or terracotta, placed on the apex of the pediment of a Greek temple or other substantial building; sometimes also above the outer angles of the pediment triangle."
"activity area","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>activity area</b><span class=""red""><b><i>[De].</b></i></span>
<div class=""content"">A patterning of artefacts in a site, indicating that a specific set of tasks or operations took place there, for example flint-knapping."
"activity set","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>activity set</b><span class=""red""><b><i>[De].</b></i></span>
<div class=""content"">A set of artefacts that reveals the activities of an individual."
"Acton Park Tradition","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Acton Park Tradition</b></b>
<span class=""red""><b><i>[CP].</b></i></span>
<div class=""content"">Industrial stage of the British early Bronze Age named after a hoard of bronze tools and weapons found at Acton Park, Clywd in <i>c.</i>1875 ad. Dating to the period around 1500 bc, the traditions of this stage fit within Colin Burgess's <a href=""entry://Bedd Branwen Period""><span class=""links"">BEDD BRANWEN PERIOD</span></a>. The metalwork includes palstaves, half-flanged axes, socket-looped spearheads, dirks, rapiers, and daggers. In Scotland the Caverton Phase and the Auchterhouse Phase are concurrent with the Acton Park Tradition."
"ad","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ad</b>
<span class=""red""><b><i>[Ab].</b></i></span>
<div class=""content"">Anno Domini. The Christian era in the Gregorian calendar, starting from the year ad 1 as the calculated and back-projected year in which Christ was believed to have been born. Widely used in western societies. The use of lower-case initials is often taken to indicate that the date has been calculated from a radiocarbon determination by subtracting 1950 from the radiocarbon age. The use of upper-case letters denotes a historical date or a calibrated radiocarbon age in calendar years."
"adaptation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>adaptation</b><span class=""red""><b><i>[Ge].</b></i></span>
<div class=""content"">The ability of a biological organism to survive within a given environment by changing its behaviour or physical attributes. Extended to include human adaptation to the environment in which communities find themselves and therefore a major explanatory tool in developing archaeological understandings of periods of change."
"Adena Complex","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Adena Complex</b></b>
<span class=""red""><b><i>[CP].</b></i></span>
<div class=""content"">A group of related native American cultures of the early Woodland period centred on the Ohio area of the USA and dating to the period 1000 bc to 100 bc. Named after the type-site of Adena, these communities lived in small villages, perhaps seasonally, supported by an essentially hunter-gatherer economy with limited small-scale horticultural use of sunflowers, marsh elder, squashes, and gourds. Distinctive material culture includes cord-decorated pottery, engraved stone tablets (‘birdstones’ and ‘boatstones’), and ornamented smoking tubes. Copper bracelets, beads, crescents, axes and other items were imported from areas around Lake Superior. Drawing on earlier prototypes, the most impressive and distinctive Adena constructions after about 500 bc were the burial mounds, of which several types have been found. Important individuals were typically interred in log-lined tombs which were burnt and then covered by a conical earth mound up to 20m high. In other cases corpses were cremated in a clay oven and the remains then buried under a mound. Elaborate grave goods were often placed with the dead. Adena earthworks also included large geometrically shaped ceremonial constructions and circles. One of the best known is the Great Serpent Mound, Ohio. Adena Complex groups were locally ancestral to the <a href=""entry://Hopewellian Culture""><span class=""links"">HOPEWELLIAN CULTURE</span></a>."
"Adena Mound, Ross County, Ohio, USA","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Adena Mound, Ross County, Ohio, USA</b><span class=""red""><b><i>[Si].</b></i></span>
<div class=""content"">Burial mound beside the Scioto River which gives its name to the Adena Complex of early Woodland cultures. Excavated by William C. Mills in the early 20th century.<br class=""nLine"" />[Rep.: W. C. Mills, 1902, Excavations of the Adena Mound. <i>Ohio Archaeological and Historical Publications</i>, 10, 452&ndash;79]</div>"
"adit","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>adit</b></b>
<span class=""red""><b><i>[MC].</b></i></span>
<div class=""content"">An early style of mining in which a tunnel is driven into a hillside in order to follow or intercept seams of useful stone or veins of ore. Generally, adits are dug at a slight angle so that water naturally drains out of the tunnel."
"adobe","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>adobe</b></b>
<span class=""red""><b><i>[Ar].</b></i></span>
<div class=""content"">American term for sun-dried, unfired, clay bricks used as a building material."
"adze","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>adze</b><span class=""red""><b><i>[Ar].</b></i></span>
<div class=""content"">A woodworking tool which has its working edge perpendicular to the long axis of the haft. It therefore contrasts with an axe, the working edge of which is parallel with the plane of the haft. Adzes are generally used for trimming and shaping timbers, and for hollowing out large cavities such as in making a dug-out canoe."
"aedes","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aedes</b><span class=""red""><b><i>[Co].</b></i></span>
<div class=""content"">Latin term for the shrine in a Roman military headquarters, centrally situated, usually at the rear of the <i>principia</i>, to house the standards and an image of the emperor."
"aeolian deposits","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aeolian deposits</b><i>(eolian deposits)</i>
<span class=""red""><b><i>[De].</b></i></span>
<div class=""content"">Wind-blown sediments characteristic of relatively dry periods, e.g. interpluvials or glacials with low precipitation. Aeolian deposits can easily bury sites and create well-preserved archaeological deposits, like many sand-dune-covered sites."
"aerial photography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aerial photography</b></b>
<i>(AP)</i>
<span class=""red""><b><i>[Me].</b></i></span>
<div class=""content"">A form of remote sensing that involves the detection and photographic recording of sites from satellites, aircraft, or balloons. Amongst other things such studies can help to understand the shape of large sites which are not clear at ground level. <a href=""entry://vertical aerial photograph""><span class=""links"">VERTICAL AERIAL PHOTOGRAPHS</span></a>, taken from greater heights, are useful for surveys of large areas especially for crop marks and similar phenomena. <a href=""entry://oblique aerial photograph""><span class=""links"">OBLIQUE AERIAL PHOTOGRAPHS</span></a>, from lower altitudes, and normally of specific areas, detect shadows created by slight ‘earthworks’ and permit more detailed interpretations of known sites."
"aerobic","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aerobic</b><span class=""red""><b><i>[De].</b></i></span>
<div class=""content"">A term to describe environments in which oxygen is present and in which microbial decay of organic materials takes place. Compare <a href=""entry://anaerobic""><span class=""links"">ANAEROBIC</span></a>."
"aestiva","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aestiva</b><span class=""red""><b><i>[MC].</b></i></span>
<div class=""content"">Latin term for the summer quarters of a military force on manoeuvres in the field."
"Aethelberht","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Aethelberht</b></b>
<span class=""red""><b><i>[Na].</b></i></span>
<div class=""content"">Anglo-Saxon king of Kent from <i>c.</i>ad 560. Defeated by Ceawlin of Wessex in 568. Married to Bertha, daughter of Charibert, king of Paris, as a result of which he accepted the Catholic faith from St Augustine <i>c.</i>ad 597; the first of the Anglo-Saxon kings to be baptized a Christian. A code of laws based on Roman law is attributed to him."
"Aethelred II","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Aethelred II</b><span class=""red""><b><i>[Na].</b></i></span>
<div class=""content"">King of England from ad 978 to 1016. Nicknamed ‘Unready’ because of his vacillating policy towards the Danish Vikings. Married Emma, daughter of Richard, duke of Normandy, to whom he fled during the invasion of King Svein of Denmark. After Svein's death (ad 1014) he returned to his throne until his own death in ad 1016."
"Aethelweard","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Aethelweard</b><span class=""red""><b><i>[Na].</b></i></span>
<div class=""content"">Chronicler, who called himself an <a href=""entry://ealdorman""><span class=""links"">EALDORMAN</span></a>, and may have been the ealdorman who arranged a treaty for Aethelred II in 994. His chronicle (from the Creation to ad 973) contains some otherwise unknown material in 10th-century history. Died <i>c.</i>ad 998."
"Aetius, Flavours","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Aetius, Flavours</b></b>
<span class=""red""><b><i>[Na].</b></i></span>
<div class=""content"">Roman general who was effective ruler of the west from about ad 430 until his assassination in ad 454. His ‘realm’ lay in Gaul, whose boundaries he maintained with the aid of Hunnic and other barbarian mercenaries, and in alliance with the Visigoths he defeated Attila's invasion of Gaul in ad 451."
"Afanasievo Culture","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Afanasievo Culture</b></b>
<span class=""red""><b><i>[CP].</b></i></span>
<div class=""content"">Late Neolithic communities in southern Siberia living around the headwaters of the Ob and Yenisei rivers during the early 3rd millennium <small class=""smCap"">bc</small>. Reliant on breeding cattle, sheep, and horses, these communities also engaged in hunting; they do not appear to have used agriculture. The culture is best known through its burials which typically comprise groups of round barrows (kurgans), each up to 12 m in diameter with a stone kerb and covering a central pit grave containing multiple inhumations. Pottery suggests contacts with the slightly earlier <a href=""entry://Keltaminar Culture""><span class=""links"">KELTAMINAR CULTURE</span></a> of the Aral and Caspian Sea area. The Afanbasievo Culture was succeeded by the <a href=""entry://Andronovo Culture""><span class=""links"">ANDRONOVO CULTURE</span></a> in the mid 2nd millennium <small class=""smCap"">bc</small>."
"Afontova Culture","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Afontova Culture</b><span class=""red""><b><i>[CP].</b></i></span>
<div class=""content"">Upper Palaeolithic communities in south-central Siberia in the period 20000 to 10000 years ago. Distinguished on the basis of their worked stone industries which includes wedge-shaped microcores, microblades, and scrapers. The culture was defined by F. A. Abramova in 1979, drawing on material recovered in the early 20th century from a series of sites at Afontova Gora on the Yenisei River."
"African Replacement Model","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>African Replacement Model</b><span class=""red""><b><i>[Th].</b></i></span>
<div class=""content"">See <a href=""entry://Homo sapiens""><i><span class=""links"">HOMO SAPIENS</i></span></a>."
"agency","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agency</b><span class=""red""><b><i>[Th].</b></i></span>
<div class=""content"">The proposition that human beings think about the intentional actions they perform and the resources they need to achieve their ends. Trying to apply such thinking to archaeology has led John Barrett to suggest that archaeologists should seek to understand how people may once have lived out their lives rather than restricting their enquiries to simply interpreting the archaeological record."
"agger","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agger</b></b>
<span class=""red""><b><i>[Co].</b></i></span>
<b>1</b> Latin name for a cambered, artificially raised causeway or ridge of consolidated earth or stone carrying a Roman road.<br class=""nLine"" />
<br class=""nLine"" /><b>2</b> The rampart of a Roman camp."
"aggregate","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aggregate</b><span class=""red""><b><i>[Ge].</b></i></span>
<div class=""content"">A collection of people present in a public setting, all going their separate ways rather than composing a homogeneous group."
"Agilulf","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Agilulf</b><span class=""red""><b><i>[Na].</b></i></span>
<div class=""content"">King of the Lombards, a nobleman selected by Queen Theudelinda as her second husband in ad 590. After threatening the Byzantine states he agreed to a truce, and after 605 was at peace with his neighbours in Italy. During his reign Catholics in northern Italy were re-established. Died <i>c.</i>ad 615."
"agora","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agora</b><span class=""red""><b><i>[MC].</b></i></span>
<div class=""content"">The market-place or centre of a Greek town with shopping and commercial facilities, the main public buildings, and open space where the citizens would gather for markets and sporting events. Many agoras were delimited by boundary stones. See also <a href=""entry://forum""><span class=""links"">FORUM</span></a>."
"agrarian societies","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agrarian societies</b><span class=""red""><b><i>[Ge].</b></i></span>
<div class=""content"">Societies whose means of subsistence is based on agricultural production, crop-growing and the husbandry of animals."
"Agricola","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Agricola</b><span class=""red""><b><i>[Na].</b></i></span>
<div class=""content"">Gnaeus Julius Agricola was governor of Britain between ad 78 and ad 84. Thanks to the biography by his son-in-law <a href=""entry://Tacitus, Cornelius""><span class=""links"">TACITUS </span></a>, we know a good deal about his life. He was born in the <i>colonia</i> of Forum Iulii, now Fréjus, in France and served in Britain on two occasions before succeeding Frontinus as governor. During his period of office he campaigned extensively in north Wales, northern England, and Scotland where he inflicted a crushing defeat on the Caledonian tribes at Mons Graupius, probably near Aberdeen. Plans for the total conquest of Scotland were unfulfilled."
"Aguada Culture","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Aguada Culture</b><span class=""red""><b><i>[CP].</b></i></span>
<div class=""content"">A South American culture found around the Valliserrana region of northwest Argentina of the period ad 700&ndash;1000, characterized by finely made ceramics and ceremonial objects of bronze and copper, some perhaps made under the influence of craftsmen working at Tiahuanco, Bolivia. Incised and polychrome decoration is common on pottery vessels, as too are feline and dragon motifs, depictions of warriors and weaponry, and images of trophy heads. Warfare was endemic, and many burials contain the remains of decapitated individuals. The disappearance of the Aguada Culture, apparently rather sudden, may have been the result of an invasion from the east."
"AH","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>AH</b><span class=""red""><b><i>[Ab].</b></i></span>
<div class=""content"">Anno Hegirae. Years according to the Islamic calendar starting in 1 AH when Mohammad was banished from Mecca. Year 1 AH is equivalent to ad 622 in the Christian calendar."
"AHM","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>AHM</b><span class=""red""><b><i>[Ab].</b></i></span>
<div class=""content"">Archaeological heritage management. See <a href=""entry://archaeological resource management""><span class=""links"">ARCHAEOLOGICAL RESOURCE MANAGEMENT</span></a>."
"Ahmose","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Ahmose</b><i>(Ahmosis)</i>
<span class=""red""><b><i>[Na].</b></i></span>
<div class=""content"">Prince of Thebes and first Pharaoh of the 18th Dynasty and the New Kingdom who reigned in the period <i>c.</i>1550&ndash;1525 bc. During this time the <a href=""entry://Hyksos""><span class=""links"">HYKSOS</span></a> were expelled from Egypt and territorial gains made in Nubia and Palestine."
"Ahrensburgian","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Ahrensburgian</b><span class=""red""><b><i>[CP].</b></i></span>
<div class=""content"">An early post-glacial culture of north Germany and the Low Countries dating to the period around 8500 bc. The stone-tool industries include scrapers, burins, and tanged points probably used as arrow tips. More than 50 wooden arrow shafts of this culture were found at the type-site of Ahrensburg near Hamburg in Schleswig-Holstein, together with clubs that were possibly used in hunting reindeer."
"ahu","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ahu</b><span class=""red""><b><i>[MC].</b></i></span>
<div class=""content"">A kind of ceremonial platform constructed on Easter Island and the Society Islands in the period <i>c.</i>ad 600 through to ad 1500. Rectangular in plan, the platforms were built of stone slabs covering a rubble core. Stone statues (<a href=""entry://moai""><span class=""links"">MOAI</span></a>) were sometimes set on the ahu. Ahu are probably related to the <a href=""entry://marae""><span class=""links"">MARAE</span></a> found in ceremonial contexts in Polynesia."
"AIA","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>AIA</b><span class=""red""><b><i>[Ab].</b></i></span>
<div class=""content"">See <a href=""entry://Archaeological Institute of America""><span class=""links"">ARCHAEOLOGICAL INSTITUTE OF AMERICA</span></a>."
