"Action painting","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Action painting</b><div class=""context"">A technique of painting in which paint is dribbled, splashed, and poured over the canvas. Its most famous exponent was the American painter Jackson Pollock (1912&ndash;56). The term was first used in 1952 by the critic Harold Rosenberg in his affirmation of the then current belief that a painting should reflect the actions of its creation. See <a href=""entry://Abstract Expressionism""><span class=""links"">ABSTRACT EXPRESSIONISM</span></a>."
"Actions","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Actions</b> (or <i>Aktionismus)</i><div class=""context"">Proceeding from the notion of the artist as actor and from an interest in the nature of the creative process, Actions was a catch-all term for live works presented inside art galleries or on city streets in the late 1950s and the 1960s by artists such as Yves Klein and Piero Manzoni. Around 1960 Klein started to make paintings with ‘living’ brushes&mdash;nude women covered in paint and ‘blotted’ onto canvas. Manzoni's ‘living sculptures’ consisted of individuals signed by the artist. ‘Aktionismus’ was a group of Viennese artists who created thematically related Actions beginning around 1960. They explored Freudian themes of erotic violence using bodily materials such as blood, meat, and semen in specially staged events. Their investigation of the dark side of the psyche was partly a reaction against the interest in creative abstraction which had characterized the 1950s. Actions and Aktionismus both anticipated the <a href=""entry://body art""><span class=""links"">body art</span></a> which followed in the later 1960s and 1970s."
"Adam style","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Adam style</b><div class=""context"">An architectural style based on the works of the Scottish architect Robert Adam (1728&ndash;92) and his brothers John and James. Essentially a picturesque version of <a href=""entry://Neoclassicism""><span class=""links"">Neoclassicism</span></a> and particularly concerned with decoration, it dominated British taste between 1760 and 1780 and greatly influenced interior and furniture design. It was characterized by clarity of form, subtle detail, and, in architectural decoration, by unified schemes of clear colouring, often set against relatively shallow and elegant <a href=""entry://stucco""><span class=""links"">stucco</span></a> work. Fine examples of Adam's decorative style can be seen at Syon House, Middlesex (1762&ndash;4) and Kedleston Hall, Derbyshire (1761)."
"adobe","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>adobe</b><div class=""context"">Unburned brick dried in the sun, most commonly used for building in Spain and Latin America."
"aedicular frame","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aedicular frame</b><div class=""context"">The architectural, sometimes free-standing type of picture frame which evolved in Italy in the 14th century and was used in the <a href=""entry://Renaissance""><span class=""links"">Renaissance</span></a> for altarpieces and devotional images. In structure it drew on both classical and ecclesiastical architecture and reflected regional styles. In its simplified, less ambitious, form it was also known as a ‘tabernacle frame’"
"aedicule","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aedicule</b><div class=""context"">[From the Latin <i>aedicula</i>, ‘a small building/temple’] originally a shrine set in a temple containing a statue framed by columns supporting an <a href=""entry://entablature""><span class=""links"">entablature</span></a> and a <a href=""entry://pediment""><span class=""links"">pediment</span></a>. The term is used generally to describe the architectural framing of doors, windows, or other openings with <a href=""entry://column""><span class=""links"">columns</span></a> or <a href=""entry://pilaster""><span class=""links"">pilasters</span></a> supporting <a href=""entry://gable""><span class=""links"">gables</span></a>, pediments, <a href=""entry://lintel""><span class=""links"">lintels</span></a>, etc."
"aerial perspective","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aerial perspective</b><div class=""context"">The illusion of distance in the landscape in a painting achieved by making objects paler and bluer the further they are from the viewer. The term was invented by Leonardo da Vinci, though aerial perspective had been known since antique mural painting. Among its most famous later exponents were the landscape painters Claude Lorrain and Turner. The French <a href=""entry://Neoclassicism""><span class=""links"">Neoclassical</span></a> landscape painter P.-H. de Valenciennes, in his fundamental treatise of 1800, <i>Élémens de perspective</i>…, described aerial perspective as ‘the effect of vaporous or ambient air between different objects’. For perspective achieved by linear means, see <a href=""entry://perspective""><span class=""links"">PERSPECTIVE</span></a>."
"Aeropittura","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Aeropittura</b><div class=""context"">A later manifestation of <a href=""entry://Futurism""><span class=""links"">Futurism</span></a>, concerned with the sensations induced by the technical phenomena of modern life, especially flying. Filippo Tommaso Marinetti published the manifesto <i>Aeropittura</i> in 1929 and exhibitions of the same name were held in 1931, 1932, and 1934, the last in Berlin, where the artists enjoyed the patronage of Goebbels."
"Aesthetic Movement","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Aesthetic Movement</b><div class=""context"">A movement in the <a href=""entry://fine art""><span class=""links"">fine</span></a> and <a href=""entry://decorative art""><span class=""links"">decorative arts</span></a> and architecture of the 1870s and 1880s, which manifested itself first in Great Britain and subsequently in the United States. Its defining beliefs were in the supremacy of the beautiful and the autonomy of a work of art, adapted from the French concept of <a href=""entry://‘art for art's sake’""><span class=""links"">‘art for art's sake’</span></a>. The artist who most closely approached these ideals was the American James McNeill Whistler, most famously in the <i>Peacock Room</i> he decorated for F. R. Leyland (now in the Freer Art Gallery, Washington, DC). In addition to the peacock, the sunflower was also a popular motif of the Aesthetic Movement, and featured, for example, in the tiles and vases designed by William de Morgan. Among critics, the movement found its most eloquent supporters in Walter Pater, Algernon Swinburne, and Oscar Wilde."
"aesthetics","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aesthetics</b><div class=""context"">[From the Greek <i>aisthētika</i>, ‘perceptible things’] the philosophy of the beautiful in art and <a href=""entry://taste""><span class=""links"">taste</span></a>. The term was first used around the middle of the 18th century by the German philosopher Alexander Gottlieb Baumgarten."
"after","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>after</b><div class=""context"">When used before an artist's name in descriptions of a work of art, for example ‘after Rubens’, it denotes that the design or painting is of a later date and made in direct imitation of a known work by Rubens. In the context of reproductive printmaking, ‘after’ preceding an artist's name denotes the original design was by him but the print was made by another, i.e. a specialist printmaker."
"after-cast","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>after-cast</b><div class=""context"">A <a href=""entry://cast""><span class=""links"">cast</span></a>, normally in metal, made from a <a href=""entry://mould""><span class=""links"">mould</span></a> taken from a finished piece of sculpture. Because metal shrinks on cooling, the after-cast is smaller than the original. Its details are also usually less precise."
"agate","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agate</b><div class=""context"">A fine-grained, banded <a href=""entry://chalcedony""><span class=""links"">chalcedony</span></a> which can come in all colours in a variety of strengths. It is often an opaque grey which can be sliced and polished to bring out the concentric patterns. It can also be dyed to strengthen the colour, an art known to the Romans. By the 16th century the most important deposits were in the Rhineland and a local industry sprang up at Idar-Oberstein, creating gemstones from locally mined agate. In the mid-19th century there were 153 polishing shops in the area and agate had to be imported from Brazil. Agate was used for a wide variety of decorative objects. The Egyptians used it for cylinder seals, ring stones, and small vessels. Later it was employed as a layer stone from which <a href=""entry://cameo""><span class=""links"">cameos</span></a> were cut and mounted into jewellery, as well as other small items such as handles for knives and forks, manicure sets, and pill boxes. The main sources of good agate today are in Brazil and Uruguay."
"agate ware","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agate ware</b><div class=""context""><a href=""entry://pottery""><span class=""links"">Pottery</span></a> made to resemble <a href=""entry://agate""><span class=""links"">agate</span></a>. Different coloured clays were combined to imitate the veining of the hard stone. It was made by the Romans and revived in the 18th century in <a href=""entry://Staffordshire""><span class=""links"">Staffordshire</span></a>."
"agora","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agora</b><div class=""context"">An open space in an ancient Greek city which served as a market-place and general place of rendezvous. It was usually surrounded by <a href=""entry://colonnade""><span class=""links"">colonnades</span></a>."
"agrafe","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agrafe</b><div class=""context"">A French term for a curved, convex relief ornament whose sinuous form is suggestive of shells, soft marine creatures, and <a href=""entry://cartouche""><span class=""links"">cartouches</span></a>. They were often used as window <a href=""entry://keystone""><span class=""links"">keystones</span></a> in the first half of the 18th century."
"agréé","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>agréé</b><div class=""context"">[French, ‘accepted’] denoted a French artist who, on the strength of winning the <a href=""entry://Prix de Rome""><span class=""links"">Prix de Rome</span></a>, had been awarded a travelling scholarship to study at the French Academy in Rome, at the end of which period he was expected to submit a <i>morceau de réception</i> (‘reception piece’) to the main Academy back in Paris, on the acceptance of which he would be <a href=""entry://reçu""><span class=""links"">reçu</span></a> (‘received’) into full membership of the Academy."
"airbrush","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>airbrush</b><div class=""context"">An instrument, looking rather like an outsize fountain pen, which sprays paint or varnish by means of compressed air. It was first developed in the earlier 20th century in the fields of the graphic and commercial arts. Later it was adopted by various artists in movements such as <a href=""entry://Pop art""><span class=""links"">Pop art</span></a> and <a href=""entry://Superrealism""><span class=""links"">Superrealism</span></a> who wished to give a smooth finish to their works, often in conscious imitation of the airbrush's association with the world of advertising."
"airtwist","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>airtwist</b><div class=""context"">Spiral patterns drawn from air bubbles enclosed in the stem of a wine glass, used as a form of decoration in the 18th century. White or coloured threads in spiral patterns were known as ‘opaque twist’."
"aisle","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>aisle</b><div class=""context"">The lateral divisions of a <a href=""entry://basilica""><span class=""links"">basilica</span></a> or <a href=""entry://church""><span class=""links"">church</span></a> parallel to the <a href=""entry://nave""><span class=""links"">nave</span></a>, <a href=""entry://choir""><span class=""links"">choir</span></a>, or <a href=""entry://transept""><span class=""links"">transept</span></a>, from which they are divided by <a href=""entry://pier""><span class=""links"">piers</span></a>, <a href=""entry://column""><span class=""links"">columns</span></a>, or, more rarely, by screen walls. Normally the aisles are lower than the central part of the building, but in German <a href=""entry://hall church""><span class=""links"">hall churches</span></a> they are the same height as the nave."
"alabaster","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alabaster</b><div class=""context"">A form of <a href=""entry://gypsum""><span class=""links"">gypsum</span></a> or <a href=""entry://limestone""><span class=""links"">limestone</span></a>, alabaster is a soft and easily carved stone which has been particularly used for sculpture that is not exposed to the elements. It is found, for example, in the wall reliefs of ancient Assyrian palaces and in the tomb effigies of medieval European churches. It was much used in late medieval and early <a href=""entry://Renaissance""><span class=""links"">Renaissance</span></a> sculpture in northern Europe, with Malines being a notable centre of excellence. More specifically, in England it was frequently used from the mid-14th century until the Reformation for small carvings of religious scenes. A particular centre of manufacture was Nottingham. Since its revival as a popular medium in late 18th-century Italy for ornamental objects such as vases, <a href=""entry://pedestal""><span class=""links"">pedestals</span></a>, and clock-cases, it has continued to be used for such purposes to the present day."
"album","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>album</b><div class=""context"">A bound and mounted collection of drawings, prints, or photographs. The word is sometimes included in the nomenclature for an otherwise unidentified artist who is associated with a particular album, for example the so-called Master of the Egmont Albums (active in the second half of the 16th century), so named after the albums put together in the early 18th century by the first Earl of Egmont."
"albumen print","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>albumen print</b><div class=""context"">Photographic prints made from glass negatives on paper coated with albumen (white of egg) containing salt and sensitized before use with silver salts. The method came into widespread use in the 1850s and its popularity lasted until the 1890s."
"alcazar","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alcazar</b><div class=""context"">A Spanish palace or fortress of Moorish origin."
"alentours","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alentours</b><div class=""context"">[From the French, ‘surroundings’] denotes a type of border for tapestries, first produced at the <a href=""entry://Gobelins""><span class=""links"">Gobelins</span></a> factory for a set illustrating Don Quixote in 1714. Whereas earlier tapestry surrounds had simulated a picture frame, alentours consisted of <a href=""entry://trompe-l'oeil""><span class=""links"">trompe l'oeil</span></a> garlands of flowers, ribbons, birds, etc. which filled the greater part of each composition with a figurative scene, often in a simulated picture-frame, placed in the centre."
"all'antica","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>all'antica</b><div class=""context"">[From the Italian, ‘after the antique’] denotes a work of art based on a classical model."
"all-over painting","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>all-over painting</b><div class=""context"">A term first applied to the <a href=""entry://Abstract Expressionism""><span class=""links"">Abstract Expressionist</span></a>
<a href=""entry://drip painting""><span class=""links"">drip paintings</span></a> of Jackson Pollock which appeared to have no top or bottom and implied extension beyond the canvas. Later the term was applied to the works of other artists which had an overall design of almost identical elements or a nearly uniform colour-field, both of which, by implication, could extend beyond the confines of the canvas."
"alla prima","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alla prima</b><div class=""context"">[From the Italian, ‘at first’] used to describe painting directly on to the canvas without preliminary underdrawing or underpainting (i.e. building up successive layers of paint). Synonymous terms are ‘wet on wet’, ‘direct painting’, and the French <i>au premier coup</i>."
"allegory","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>allegory</b><div class=""context"">The representation of an abstract quality or idea through a series of symbols or persons given symbolic meaning. Allegories were particularly popular in <a href=""entry://Renaissance""><span class=""links"">Renaissance</span></a> and <a href=""entry://Baroque""><span class=""links"">Baroque art</span></a>. For example, Rubens's famous <i>Allegory of War and Peace</i> (National Gallery, London) of 1629&ndash;30, the political sub-text of which was the desired peace between England and Spain, is enacted by Minerva, Goddess of Wisdom, driving away Mars, God of War, in order to protect the fulsome figure of Pax (Peace)."
"Alliance of Youth","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Alliance of Youth</b><div class=""context"">An artists' association formed in St Petersburg, Russia, in 1909, it was pro-western and particularly pro-Munich (where artists such as Kandinsky, Jawlensky, and Münter had settled). It held exhibitions 1910&ndash;13."
"Allied Artists' Association","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Allied Artists' Association</b><div class=""context"">Formed in London in 1908, it was a group of progressive, pro-French artists which was led by Walter Sickert. Their models were Cézanne, Gauguin, and Van Gogh and their first exhibition was held in 1908. The <a href=""entry://Camden Town Group""><span class=""links"">Camden Town Group</span></a> evolved from the Association in 1911."
"alloy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alloy</b><div class=""context"">A metal made by combining two or more metallic elements to give greater strength, for example <a href=""entry://tin""><span class=""links"">tin mixed</span></a> with <a href=""entry://copper""><span class=""links"">copper</span></a> creates the alloy <a href=""entry://bronze""><span class=""links"">bronze</span></a>, widely used for sculpture since ancient times."
"almonry","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>almonry</b><div class=""context"">A building near the church in an <a href=""entry://abbey""><span class=""links"">abbey</span></a> provided with offices for the distribution of alms and accommodation for the almoner."
"almshouse","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>almshouse</b><div class=""context"">A house for the shelter of the poor or old persons. Almshouses were privately endowed and in England the majority came into being to fill the gap in such care after the Dissolution of the <a href=""entry://monastery""><span class=""links"">Monasteries</span></a> completed by Henry VIII 1539&ndash;40. Almshouses often comprise ranges of houses round a courtyard with a hall and a chapel, though in their humbler form they can consist of just a few houses."
"altar","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>altar</b><div class=""context"">Originally the elevated table or podium on which sacrificial offerings to the deities were placed. In Christian churches the altar is consecrated for the celebration of the Sacrament. The principal or high altar is at the east end of the church, other altars devoted to particular saints may be in the side chapels. From the 6th century onwards altars were of stone and often enclosed relics in the altar-slab. The Reformation encouraged the use of wooden Communion tables instead."
"altar-frontal","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>altar-frontal</b><div class=""context"">A rectangular hanging covering the front face of the altar."
"altarpiece","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>altarpiece</b><div class=""context"">A picture, sculpture, screen, or decorated wall standing on or behind an <a href=""entry://altar""><span class=""links"">altar</span></a> in a Christian church. There are two main types: the <a href=""entry://reredos""><span class=""links"">reredos</span></a>, which rises from the ground behind the altar; and the <a href=""entry://retable""><span class=""links"">retable</span></a>, which stands either on the back of the altar or on a pedestal behind it."
"alto-rilievo","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>alto-rilievo</b><div class=""context"">Italian for <a href=""entry://high relief""><span class=""links"">high relief</span></a>."
"amateur","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>amateur</b><div class=""context"">Of French origin, ‘amateur’ originally denoted a lover of art and, by implication, often a collector. French sale catalogues of the 18th century were frequently of the collections of ‘<i>un grand amateur</i>’. By the end of that century, however, the word had taken on a different meaning in English, describing someone who practised art for pleasure and interest, but not for money, i.e. professionally. Amateur artists usually worked in the graphic media&mdash;drawing and watercolour&mdash;in which they received instruction from <a href=""entry://drawing-master""><span class=""links"">drawing-masters</span></a> or <a href=""entry://drawing manual""><span class=""links"">drawing manuals</span></a>."
"amber","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>amber</b><div class=""context"">A fossil <a href=""entry://resin""><span class=""links"">resin</span></a> found most extensively in East Prussia on the shores of the Baltic Sea, it was often fashioned into beads and ornaments and used for the decoration of furniture. Medieval writers frequently refer to it in their recipes as a binding agent, but it is extremely hard and therefore not particularly soluble: they may have confused it with other softer resins."
"ambient light","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ambient light</b><div class=""context"">A term used to describe general, even illumination of a scene from no apparent direction, as opposed to directional or localized illumination."
"amboyna","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>amboyna</b><div class=""context"">A richly coloured, tightly grained wood, commonly used during the 18th century and <a href=""entry://Regency style""><span class=""links"">Regency</span></a> period, usually as a <a href=""entry://veneer""><span class=""links"">veneer</span></a>."
"ambrotype","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ambrotype</b><div class=""context"">An early photographic process, which involved bleaching a glass negative and laying it on a black background, the ambrotype was a cheaper and easier alternative to the <a href=""entry://daguerrotype""><span class=""links"">daguerrotype</span></a>. It became a popular portrait medium in the 1850s."
"ambulatory","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ambulatory</b><div class=""context"">A covered place in which to walk, such as a <a href=""entry://cloister""><span class=""links"">cloister</span></a>. It is more specifically used to describe the <a href=""entry://aisle""><span class=""links"">aisle</span></a>, used for processions, enclosing a sanctuary and joining two chancel-aisles behind the high altar&mdash;as in an ambulatory church."
"American Colonial","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>American Colonial</b><div class=""context"">A style of architecture and furniture developed by settlers in America between 1620 and 1775 and deriving broadly from English styles. Perhaps the most notable achievements were the clapboard (weather-boarded) timber frame houses with posts and beams and sometimes a <a href=""entry://verandah""><span class=""links"">verandah</span></a>. These were broadly based on the <a href=""entry://Georgian""><span class=""links"">Georgian</span></a> style and in the 18th century a simplified form of <a href=""entry://Palladian""><span class=""links"">Palladianism</span></a> was developed. Gradually distinctive regional variations evolved in centres such as Albany, Boston, and Philadelphia."
"American Scene painting","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>American Scene painting</b><div class=""context"">A movement in American painting, beginning in the mid-1920s and culminating in the 1930s, which concentrated on realistic art with a social content. It was nationalistic and small-town in spirit, anti-modernist and anti-international, and was symptomatic of the isolationism of parts of America in the period following the First World War. Its first major painters were Charles Burchfield and Edward Hopper."
"amethyst","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>amethyst</b><div class=""context"">A gemstone which is a type of <a href=""entry://quartz""><span class=""links"">quartz</span></a>, purple or violet in colour. It used to be the favourite gemstone of high officials of the Christian Church. The finest crystalline amethyst occurs in gas cavities in volcanic rocks in India, Uruguay, and Brazil."
